total Pre Frontal,Total Posterior
81,0
49,0
17,1
17,9
1,0
27,0
23,0
54,0
16,0
54,0
84,2
41,0
16,0
39,0
2,0
128,2
1,0
23,0
42,0
41,0
11,0
78,0
77,0
266,0
24,0
12,0
4,0
76,0
143,0
46,0
28,0
128,0
24,0
14,0
34,0
7,0
49,0
35,0
86,0
27,0
1,0
85,0
45,0
109,0
12,0
16,0
57,0
23,0
203,0
22,0
34,0
14,1
6,0
32,0
5,0
62,0
9,1
5,0
93,0
22,0
50,0
41,0
147,1
4,0
2,0
9,0
19,0
30,0
11,0
16,0
22,0
12,0
13,7
24,0
187,0
6,0
14,0
12,0
34,0
60,0
26,1
46,0
15,0
67,0
25,0
46,0
160,0
18,0
5,0
2,0
9,1
23,0
13,0
34,0
43,2
24,0
42,0
90,0
3,0
94,0
30,0
36,0
5,0
90,0
1,0
21,0
0,0
26,0
71,0
24,0
12,0
547,0
37,0
76,0
0,0
45,0
77,0
54,0
21,0
33,0
27,0
4,0
62,0
6,0
53,0
99,0
1,0
18,0
49,0
5,0
38,1
4,0
2,0
15,0
35,0
27,0
112,0
91,0
34,0
88,0
113,0
16,0
4,0
245,0
39,0
19,0
3,0
6,0
11,0
21,0
87,0
1,0
7,0
13,0
75,0
2,0
11,0
103,0
1,0
5,0
141,0
27,0
18,0
37,0
71,0
36,0
33,0
37,0
7,0
41,0
40,0
57,0
45,0
59,1
31,0
2,0
44,0
76,0
31,0
53,0
26,0
105,0
56,0
31,0
10,0
19,0
53,0
17,0
3,0
29,0
56,0
70,0
47,2
43,7
8,0
5,0
29,0
8,0
50,0
14,0
24,0
22,0
44,0
4,0
6,0
2,0
104,0
9,0
6,0
8,0
60,0
76,0
25,0
47,0
5,0
24,0
14,0
2,0
142,1
35,0
58,0
15,0
17,0
5,0
50,0
130,0
104,0
13,0
2,0
44,0
24,0
101,0
2,0
57,0
6,0
40,0
7,0
1,0
24,0
50,0
13,0
33,0
44,0
106,0
69,0
0,0
22,0
56,0
4,0
1,0
29,0
1,0
11,0
1,0
1,0
16,0
22,0
9,0
0,0
40,0
29,0
7,0
133,0
39,0
30,2
47,0
37,0
30,0
44,0
20,0
3,0
94,0
0,0
38,0
4,0
25,0
23,0
50,4
4,0
86,0
4,0
34,0
47,0
6,0
17,0
1,0
26,0
7,0
185,0
2,2
74,0
11,0
57,0
149,0
28,0
9,1
57,0
52,0
28,0
0,0
77,0
30,0
27,0
15,0
17,0
65,0
80,0
59,1
58,0
32,0
23,0
140,0
38,0
16,0
6,0
0,0
63,0
15,0
10,0
31,0
8,0
2,0
39,0
0,0
23,0
9,0
112,0
11,0
1,0
11,0
32,0
24,0
24,0
0,0
194,0
7,0
46,0
42,0
4,0
2,0
90,0
1,0
8,0
104,0
2,0
21,0
36,2
78,0
186,0
7,0
42,0
22,0
4,0
62,0
11,0
58,0
10,0
30,0
5,0
34,0
11,0
63,9
27,0
0,0
5,0
7,0
96,0
43,0
91,1
2,0
97,0
22,0
29,0
9,1
60,0
4,0
20,0
8,0
39,0
16,0
75,0
44,1
18,0
22,0
9,0
14,0
69,0
115,0
81,0
24,0
28,0
55,0
49,0
24,0
8,0
22,0
18,0
20,0
2,0
25,0
1,0
7,0
9,0
13,0
3,0
8,0
72,0
49,3
66,0
91,0
37,0
7,0
49,0
24,0
1,0
4,0
20,0
13,0
235,0
202,1
5,0
13,18
17,0
10,0
39,0
58,0
15,3
55,0
18,0
13,0
19,12
33,2
6,0
11,0
55,0
4,0
27,0
26,0
77,0
47,0
111,5
80,0
37,0
108,0
25,0
5,0
87,0
27,0
9,0
42,0
5,0
9,0
47,0
12,0
30,0
60,0
44,0
27,0
74,1
1,0
107,17
2,0
7,0
24,0
8,0
53,3
140,0
36,27
10,0
121,0
38,0
12,3
33,0
82,0
82,0
53,0
3,0
21,0
23,0
4,0
5,0
52,0
71,0
30,0
130,0
5,0
26,0
11,16
37,0
18,0
53,0
19,0
29,0
84,0
72,0
62,0
14,0
21,0
5,0
17,0
11,0
46,0
89,0
12,1
7,0
16,0
20,0
42,0
33,0
80,0
30,0
3,0
48,0
5,0
58,0
14,0
19,0
94,0
24,0
43,0
21,0
37,0
34,0
55,0
0,0
16,0
105,0
6,0
36,0
22,0
26,0
9,0
14,0
24,0
49,0
7,0
175,0
9,0
13,0
67,0
22,0
3,0
208,2
20,0
5,0
21,0
20,0
13,0
226,12
26,0
19,0
26,0
20,0
4,0
27,0
55,0
11,0
4,0
30,0
39,0
40,0
75,0
15,0
44,0
10,0
1,0
49,0
135,0
26,0
42,0
7,0
46,0
12,0
33,0
20,0
29,0
12,0
15,0
37,0
82,0
83,0
22,2
56,0
7,0
4,0
106,10
19,6
27,0
8,0
10,0
74,0
65,1
50,0
65,0
9,0
1,0
22,0
4,0
66,0
0,0
11,0
17,0
3,0
48,0
13,3
77,1
50,0
19,0
27,0
27,0
8,0
9,0
53,0
64,0
89,0
88,0
51,0
36,0
16,0
84,0
61,0
109,2
12,0
3,0
7,0
33,0
19,0
10,0
31,1
1,0
36,0
50,0
37,0
1,0
17,0
8,0
8,0
30,0
130,0
96,0
3,0
29,0
15,1
66,0
60,0
52,0
139,1
17,0
84,0
7,0
85,0
91,0
16,0
9,0
9,0
7,0
28,0
10,0
70,0
25,0
77,0
57,0
36,0
0,0
11,0
59,0
23,0
3,0
50,0
121,0
35,0
51,0
2,0
79,1
17,0
57,0
31,0
23,0
176,0
15,0
9,0
22,0
11,0
20,0
19,0
33,0
17,0
1,0
39,0
6,0
92,0
123,0
10,0
2,0
9,0
1,0
30,1
147,0
250,0
8,0
20,0
32,0
35,0
55,0
14,0
9,0
15,0
5,0
36,0
27,0
1,0
134,0
3,2
13,0
75,0
24,0
37,0
4,0
3,0
35,0
2,0
4,0
29,0
158,1
3,0
1,0
7,0
7,0
517,1
62,0
21,0
68,0
44,2
20,0
5,0
96,0
13,0
23,0
20,0
27,0
196,5
21,0
83,4
27,0
2,0
80,0
2,0
14,0
3,0
14,0
11,0
18,0
163,0
0,0
11,0
10,0
8,0
35,0
21,0
7,0
15,0
32,0
67,0
30,0
7,0
42,0
24,0
14,0
1,0
124,0
2,0
30,3
13,0
59,0
38,0
0,0
1,0
96,0
54,0
24,0
28,0
41,0
113,0
66,0
150,0
59,0
84,0
3,0
61,1
118,0
36,0
5,0
71,0
90,0
12,0
1,0
39,0
96,0
27,0
53,0
12,0
28,0
44,0
31,0
50,0
5,0
36,0
20,1
58,0
4,0
6,0
43,0
106,0
4,0
42,0
36,0
27,0
3,0
21,0
20,0
57,0
47,0
42,18
27,0
79,0
22,0
11,0
69,0
108,0
41,0
11,0
120,0
3,0
26,0
62,0
8,0
49,0
13,0
58,0
36,0
27,3
117,0
6,0
97,0
12,0
15,0
6,0
145,0
15,0
2,0
20,0
66,0
86,0
21,0
7,0
12,0
55,0
73,0
71,0
1,0
20,0
108,0
7,0
8,0
32,1
8,0
121,0
53,0
28,0
57,0
20,0
19,0
24,0
2,0
3,1
14,0
121,0
1,0
42,0
54,0
24,0
31,0
26,0
2,0
17,0
33,0
5,0
17,0
21,0
4,0
0,0
10,0
26,0
2,0
39,1
13,0
83,0
3,0
1,0
18,0
8,7
27,0
74,0
28,0
73,0
6,0
0,0
39,0
18,0
27,3
0,0
32,0
21,0
36,1
16,0
17,0
53,0
223,3
8,0
2,0
8,0
18,0
96,0
26,0
51,0
202,0
37,0
89,2
88,0
118,0
69,0
3,0
21,1
92,3
21,0
0,0
6,0
0,0
8,0
4,0
14,0
3,0
4,0
30,0
9,0
91,0
120,5
3,0
38,2
25,0
54,0
4,0
2,0
64,0
2,0
30,0
6,4
10,0
99,1
2,0
7,0
30,0
33,0
1,16
12,0
13,0
19,0
45,0
0,0
2,0
6,0
31,0
5,1
63,0
20,0
82,0
59,0
29,0
40,0
11,0
160,0
1,0
17,0
65,0
67,0
32,0
25,0
57,0
38,6
53,0
20,0
9,0
8,0
90,0
102,0
0,0
37,0
39,0
62,0
13,0
20,0
1,0
138,1
3,0
82,0
27,0
14,0
6,0
36,0
26,0
8,0
89,0
7,0
13,0
39,0
9,0
0,0
54,0
2,0
17,0
10,0
18,0
31,0
101,0
13,0
42,0
43,3
19,0
48,0
24,0
123,0
11,3
48,0
1,0
16,0
13,0
25,0
56,0
167,0
111,0
120,0
19,0
1,0
26,0
48,0
5,0
25,0
12,0
37,0
3,0
14,0
2,0
24,0
67,0
0,0
202,0
12,0
14,0
29,2
11,0
7,0
25,0
39,0
18,0
69,0
71,0
16,0
27,0
37,3
32,0
43,0
4,0
12,0
65,1
16,0
21,0
30,0
103,2
14,0
29,0
78,1
4,0
40,0
54,0
164,9
13,0
1,0
74,3
10,4
62,0
8,0
86,0
7,0
54,0
5,0
13,0
56,0
118,0
1,0
36,0
10,0
31,0
53,0
41,0
6,0
31,0
15,0
18,0
41,0
30,0
1,0
52,0
35,0
15,0
75,0
39,0
19,0
66,0
5,0
3,0
7,0
33,0
10,0
10,0
3,0
207,0
283,0
20,1
23,0
8,0
39,1
26,0
96,0
25,0
15,0
107,2
20,0
29,0
19,0
9,0
91,0
29,0
77,0
3,0
17,1
43,0
33,0
50,0
50,0
4,0
32,0
44,0
6,0
31,0
64,0
33,1
41,0
52,0
11,0
6,0
13,0
2,0
138,5
33,0
50,0
57,2
22,0
65,0
14,0
48,0
42,0
28,0
17,0
18,0
7,0
20,0
6,0
120,0
32,0
71,0
27,0
5,0
18,0
49,0
46,0
22,0
53,5
6,0
28,0
42,0
30,0
60,0
54,0
45,0
51,0
25,0
232,0
35,0
53,0
5,0
32,0
25,0
2,0
0,0
1,0
108,0
2,0
16,0
2,0
14,0
29,0
8,0
41,0
171,175
15,4
17,0
62,0
3,0
18,0
2,0
22,0
28,1
206,1
0,0
241,0
97,0
51,0
2,0
11,0
70,0
16,0
12,0
54,0
10,0
10,0
52,0
33,0
12,0
1,0
11,0
0,0
76,0
16,0
47,0
30,0
16,0
43,0
21,0
49,0
44,0
45,0
84,0
134,2
0,0
98,0
50,0
5,0
25,0
22,0
11,0
15,0
48,0
16,0
1,0
13,0
67,0
65,0
45,0
27,1
40,0
11,0
80,0
50,0
39,0
142,2
20,0
51,0
21,0
26,0
49,0
72,0
65,0
42,2
35,2
57,0
3,0
3,0
2,0
95,0
62,0
94,8
26,0
74,0
64,0
26,0
12,0
120,7
7,0
14,3
6,0
297,0
532,28
31,0
105,0
19,0
28,0
25,7
21,0
37,0
49,0
1,0
20,0
129,0
0,0
28,0
46,1
15,0
7,0
14,0
158,1
49,0
57,0
15,0
4,2
12,0
0,0
5,0
9,0
5,0
86,0
4,0
27,0
13,0
54,0
24,0
141,21
22,0
53,9
7,0
29,0
1,1
91,0
33,0
143,0
22,4
8,0
164,0
7,0
1,0
7,0
20,0
32,1
269,0
38,0
145,0
25,0
3,0
101,0
44,0
4,0
29,19
87,0
6,0
90,0
2,0
1,0
3,0
0,0
25,0
75,0
19,0
19,0
53,0
43,0
9,0
32,0
210,0
2,0
47,1
51,0
0,0
16,0
4,0
1,0
41,6
18,3
141,41
1,0
45,0
144,0
9,0
61,0
68,0
16,0
46,0
13,0
33,0
15,0
37,0
3,0
6,0
32,0
22,1
19,0
8,0
32,0
18,0
12,0
2,0
64,0
114,38
47,0
26,0
13,0
39,0
23,0
19,0
34,0
39,0
14,0
30,0
41,0
1,0
76,2
5,0
4,0
30,0
28,0
35,0
3,0
12,0
55,0
52,0
32,0
141,1
165,1
217,0
21,0
4,0
58,0
13,0
0,0
30,0
37,0
19,0
21,0
62,0
39,0
29,27
34,0
31,6
23,0
3,0
62,0
35,0
15,0
37,0
15,0
22,2
34,2
29,0
56,0
21,4
17,0
29,0
7,0
27,0
37,0
13,0
40,0
12,0
1,0
60,0
51,0
2,0
103,0
73,0
86,0
42,1
22,0
32,0
169,0
14,0
63,0
60,0
6,0
54,0
4,0
35,0
1,0
34,0
31,0
58,0
86,0
33,0
60,0
8,0
29,0
13,0
20,0
41,0
82,0
25,0
120,0
65,0
26,0
5,0
94,1
63,0
22,0
31,0
22,0
79,0
77,0
60,0
75,0
48,0
48,0
8,0
10,0
124,0
19,0
95,0
41,0
42,0
2,0
9,0
80,0
31,0
122,71
10,0
18,0
6,0
54,0
1,0
88,0
18,0
31,0
3,0
9,0
76,0
34,0
58,0
76,0
201,0
32,0
3,0
153,0
11,2
17,0
29,0
4,0
28,0
11,0
0,0
8,0
124,2
129,0
22,0
6,0
90,0
118,0
2,0
3,0
59,0
14,0
23,0
6,0
90,0
17,0
63,0
39,0
22,0
29,0
59,0
39,0
6,0
29,0
32,0
91,0
445,0
33,0
37,0
1,0
19,0
20,0
2,0
67,0
15,3
20,0
61,0
43,0
138,0
105,0
9,0
15,0
51,0
16,0
16,0
34,0
68,0
6,0
75,0
7,0
48,0
4,0
104,0
25,0
17,1
32,0
15,0
14,1
9,0
26,0
3,0
7,24
1,0
6,0
180,0
15,0
44,0
38,11
13,0
18,0
3,0
27,0
17,0
11,0
14,0
180,1
2,0
37,0
45,0
36,0
20,0
1,0
45,0
15,0
6,0
27,0
85,0
78,0
27,0
5,0
12,0
55,0
18,0
1,0
116,4
0,0
35,0
12,0
9,11
19,0
40,0
20,0
22,0
5,0
88,0
5,0
107,0
2,0
9,0
12,0
41,0
10,0
33,0
15,0
37,0
43,0
1,0
33,1
16,0
78,1
26,0
42,0
5,0
12,0
12,0
18,0
37,0
39,0
41,0
34,0
34,0
9,0
80,0
1,0
14,0
31,0
54,0
25,0
94,0
310,2
134,0
80,0
45,0
1,0
90,0
61,0
20,1
15,0
14,0
7,0
36,0
24,0
76,0
23,0
5,0
61,0
39,0
59,0
2,0
168,0
18,0
33,0
43,0
47,2
76,1
26,0
10,0
68,0
24,5
42,0
43,0
24,0
37,0
26,0
61,0
5,0
1,0
23,0
58,0
14,0
66,0
70,0
8,0
17,0
9,0
2,0
20,0
9,0
19,0
75,0
29,0
6,1
1,0
30,0
20,0
69,0
113,0
8,0
27,0
3,0
137,0
137,0
66,0
8,0
19,0
1,0
14,0
16,0
1,0
25,0
0,0
4,0
22,0
9,0
10,0
8,0
12,0
70,0
24,0
31,0
10,0
35,0
29,0
52,0
13,0
7,0
11,0
15,0
15,1
29,0
29,0
0,0
2,0
66,0
24,14
26,0
77,0
13,0
18,0
27,0
38,0
1,0
45,0
107,0
2,0
10,0
26,0
3,6
33,0
1,0
72,0
75,18
94,0
2,0
14,1
32,0
44,0
6,0
1,0
59,0
0,0
17,0
1,0
1,1
66,0
8,0
7,0
152,0
6,0
28,0
43,0
85,0
36,0
32,0
46,0
36,0
60,0
81,0
10,0
22,0
61,0
10,0
175,2
42,0
26,0
21,0
106,0
18,0
14,0
3,0
8,0
10,0
239,0
17,0
12,0
89,0
20,1
133,1
35,2
4,0
10,0
23,0
79,0
9,0
122,0
31,0
104,1
1,0
4,0
14,0
17,0
8,0
33,11
50,0
26,0
34,0
1,0
8,0
6,0
8,0
10,0
7,3
9,0
10,0
62,0
52,0
24,0
11,0
9,0
4,12
2,0
0,0
26,0
21,0
46,0
13,0
7,1
21,0
68,2
73,0
9,0
10,0
4,0
73,0
0,0
11,0
54,0
475,0
27,0
41,0
111,9
17,0
107,0
7,0
19,0
37,0
51,0
7,0
4,0
59,1
12,0
13,0
7,0
53,0
2,0
18,1
54,0
88,0
149,0
43,0
28,0
20,0
27,6
62,1
7,0
3,0
89,7
82,0
6,1
59,0
54,0
44,0
3,0
1,0
12,0
7,0
23,0
85,2
69,0
22,0
9,0
4,0
34,0
1,0
63,0
28,0
66,0
18,16
43,0
2,0
53,0
10,0
45,0
1,0
65,0
22,0
30,1
235,1
30,2
36,0
44,0
135,0
82,0
42,0
66,0
65,0
1,0
3,0
18,0
21,0
112,0
18,0
86,0
14,0
46,0
32,3
1,0
17,0
84,0
1,0
189,0
5,0
13,0
46,0
35,0
17,0
55,1
87,0
12,0
39,0
0,0
74,0
3,0
2,0
48,0
55,0
27,0
31,0
180,0
125,0
122,0
45,0
5,0
216,0
35,0
46,0
96,0
6,0
93,0
44,0
38,0
12,0
90,0
14,0
20,0
7,0
36,0
25,0
0,0
20,0
19,0
0,0
14,0
40,0
210,0
21,0
13,0
30,0
27,0
30,0
30,0
11,0
32,0
126,0
19,2
14,0
114,0
0,0
9,2
12,0
49,0
5,0
0,0
39,0
23,6
1,1
2,0
69,0
33,0
3,0
5,0
25,0
82,0
24,0
9,0
0,0
53,0
129,0
74,0
64,1
0,0
11,0
112,3
38,0
4,0
19,0
1,0
34,0
121,0
2,0
10,0
14,0
54,0
14,0
17,0
8,0
72,0
28,0
153,0
33,0
26,0
1,0
14,1
38,0
22,0
16,0
37,0
20,0
39,0
7,0
22,0
0,0
15,0
33,0
31,0
92,0
34,0
89,3
106,0
31,0
38,0
72,0
25,0
66,0
9,0
0,0
55,0
41,0
16,1
34,0
31,0
71,0
17,0
189,0
7,0
69,0
1,2
1,0
15,0
10,0
56,0
7,0
30,0
68,1
8,5
23,0
87,0
43,0
2,0
7,0
33,0
22,0
77,0
10,0
43,0
0,0
26,1
0,0
3,0
11,0
26,0
53,0
4,0
35,1
15,0
2,0
38,0
12,0
10,0
35,0
22,3
2,0
43,0
13,0
90,12
96,0
7,0
38,0
5,0
15,2
42,0
7,0
6,0
3,0
17,0
12,0
24,0
15,0
61,0
4,0
16,0
41,0
5,0
72,0
15,2
33,20
7,0
0,0
15,0
38,0
12,0
103,0
61,0
5,0
18,0
0,0
16,0
177,0
6,0
2,0
8,0
66,0
20,0
2,0
2,0
22,0
21,0
25,0
3,0
8,0
142,0
40,0
7,0
63,66
5,0
6,0
71,0
45,0
1,2
3,0
27,0
97,0
21,0
20,0
121,0
1,0
65,0
13,0
46,0
28,0
2,0
26,1
20,4
22,0
8,0
19,0
35,0
43,0
61,0
3,0
53,0
33,0
30,0
60,0
18,0
7,0
9,0
26,0
37,0
25,0
14,0
99,0
55,52
61,0
62,0
204,0
16,0
0,0
53,9
19,0
13,1
24,0
16,0
18,0
20,0
32,0
60,0
18,0
7,0
9,0
26,0
37,0
25,0
14,0
99,0
55,52
61,0
62,0
204,0
16,0
0,0
53,9
19,0
13,1
24,0
16,0
18,0
20,0
32,0
46,0
1,0
114,1
5,0
6,0
63,0
30,0
2,0
50,5
7,0
69,0
40,0
15,0
34,0
28,0
21,0
38,0
12,0
14,0
62,0
77,14
7,0
124,0
20,0
15,0
15,0
22,0
5,0
112,0
53,0
5,0
55,0
42,0
70,0
13,0
44,0
39,1
13,0
23,0
22,0
26,18
0,0
48,0
73,0
24,0
25,0
51,0
26,1
75,0
32,0
113,0
24,0
20,0
23,0
8,0
25,0
21,0
17,0
100,0
19,0
20,1
43,0
86,0
38,0
11,0
12,0
0,0
4,0
664,4
44,0
66,0
92,0
57,0
3,0
14,0
122,0
88,0
18,7
17,0
61,0
53,0
44,0
6,0
35,0
38,0
15,0
7,0
52,0
38,1
19,3
11,0
8,0
6,0
8,0
13,0
50,0
25,0
4,0
50,34
62,0
11,0
38,0
32,0
18,0
77,0
57,0
1,0
3,0
21,0
29,0
7,1
35,0
45,0
1,0
83,0
64,0
0,0
18,0
159,0
52,1
14,0
16,0
69,0
4,6
66,2
99,0
22,0
41,0
7,0
34,0
104,0
0,0
2,0
138,0
4,0
21,4
66,0
7,0
85,0
2,1
174,0
4,0
7,0
10,0
3,0
11,0
31,0
31,3
20,0
61,0
5,0
11,0
20,0
44,0
54,0
4,0
12,0
18,0
40,0
2,0
5,0
112,0
51,0
53,0
57,0
23,0
3,0
33,19
42,0
15,0
135,0
36,0
77,0
10,0
4,0
76,0
7,0
84,0
5,0
5,0
12,0
59,0
16,0
45,0
4,0
422,0
5,0
2,0
2,0
36,0
34,0
21,0
8,0
10,0
9,0
88,0
28,0
32,0
47,0
13,0
4,0
1,0
84,0
33,0
13,7
6,25
74,1
49,0
42,0
22,0
35,0
63,1
5,1
0,0
49,0
2,0
350,0
32,0
19,0
8,0
10,0
37,0
97,0
58,1
3,0
32,0
3,0
23,0
85,3
32,0
16,0
52,0
3,0
71,1
20,0
57,8
24,0
105,0
96,0
14,0
31,0
10,0
18,0
60,0
61,0
37,2
42,0
24,0
7,0
24,0
2,0
8,0
21,0
22,0
30,0
33,0
50,0
25,0
14,0
48,0
0,0
1,2
41,1
59,12
33,0
52,0
2,0
22,0
24,0
14,0
30,0
68,0
32,0
137,1
42,0
142,0
11,0
54,0
14,0
72,0
8,0
30,0
6,1
2,0
24,0
27,0
5,0
83,0
32,0
14,0
8,0
89,0
0,0
28,0
40,0
91,0
1,0
15,0
35,0
2,0
7,5
99,0
4,0
88,0
1,0
0,0
21,0
1,0
35,1
95,0
48,0
80,0
4,3
48,0
21,0
27,0
11,0
0,0
397,1
80,0
16,0
16,0
59,1
52,0
19,4
0,0
21,0
19,0
38,0
31,0
21,0
89,0
27,0
39,3
107,1
44,0
38,0
37,0
8,1
13,0
24,0
126,0
33,0
15,0
23,0
22,0
19,0
1,0
39,0
34,0
30,0
37,0
28,0
11,0
4,0
15,0
3,0
13,0
6,0
126,0
10,0
55,0
57,0
0,0
40,0
13,0
11,0
2,0
3,0
12,0
1,0
133,0
39,0
9,0
20,0
29,0
1,0
1,0
44,0
0,0
8,0
8,0
18,0
1,0
64,0
4,0
46,0
86,0
120,0
1,0
23,0
88,0
81,0
49,0
20,0
85,0
0,0
0,0
60,0
14,0
33,0
3,0
41,0
2,0
49,0
13,0
2,0
0,0
11,1
23,0
73,0
1,0
223,1
9,0
18,0
98,0
49,0
9,0
37,0
17,0
16,0
14,0
8,0
126,0
41,0
12,12
42,6
2,0
22,0
12,2
37,0
8,0
28,0
25,0
83,0
52,0
4,0
264,0
6,5
78,0
84,0
80,0
17,0
6,0
39,0
10,0
22,0
0,0
17,0
15,4
60,0
48,0
35,0
0,0
33,0
49,0
27,0
20,0
68,0
22,0
37,0
10,0
53,0
49,0
54,0
0,0
83,0
20,0
64,1
4,0
55,0
0,0
13,0
16,0
137,0
13,0
30,7
23,0
53,0
1,0
21,0
45,2
80,0
214,0
89,0
3,0
13,1
85,0
21,0
60,2
22,3
26,0
90,0
212,0
52,0
39,1
13,0
28,0
1,0
5,0
17,0
20,0
8,0
37,0
32,0
17,0
24,1
112,1
0,0
21,0
57,0
19,2
12,0
17,0
11,0
54,0
11,1
28,0
38,0
18,0
16,0
17,0
8,0
112,117
6,0
12,0
15,0
38,14
21,0
15,0
26,0
3,0
18,0
29,0
5,0
0,0
86,40
14,0
43,0
8,0
41,0
46,0
2,0
55,0
9,1
4,0
31,1
55,0
29,0
57,0
0,0
59,0
40,0
114,0
38,0
2,0
56,0
15,0
8,0
52,2
27,0
9,0
29,0
30,0
7,0
3,0
58,0
24,0
38,0
1,0
61,0
48,0
16,0
1,0
37,6
80,0
10,0
6,0
10,0
18,0
1,0
17,0
0,0
5,0
23,0
30,0
8,0
58,0
8,0
18,0
31,0
18,0
1,0
131,0
70,0
1,0
1,0
9,0
3,0
22,0
59,0
62,0
42,3
2,0
41,0
15,0
0,0
67,0
67,4
16,0
23,0
95,0
56,0
52,0
32,0
70,0
56,0
81,0
8,0
49,0
48,0
7,0
28,0
26,0
18,0
41,0
16,0
64,0
13,0
134,0
72,0
4,0
5,0
21,0
115,0
28,0
2,0
1,0
17,0
109,0
48,0
53,0
24,0
38,0
69,0
10,19
50,0
51,0
110,0
1,0
40,0
152,0
23,0
83,0
183,0
47,0
123,0
8,0
61,0
4,0
114,0
146,0
24,0
85,0
176,0
10,0
52,0
6,0
57,0
25,0
2,0
25,0
73,0
54,0
15,1
14,0
89,0
73,0
28,0
68,0
10,0
37,0
133,1
24,0
21,1
31,0
118,1
5,0
63,2
39,0
10,0
66,0
47,0
41,0
19,0
2,0
68,0
0,0
12,0
25,1
7,0
46,0
42,0
9,0
45,0
8,0
23,0
28,0
326,0
11,1
19,0
26,0
15,0
37,37
25,0
103,1
27,0
0,0
47,0
11,0
12,0
75,0
8,0
41,0
22,0
71,0
5,0
8,0
38,0
20,0
0,0
6,0
23,0
6,0
18,0
69,0
17,0
82,0
68,0
3,0
2,0
44,0
7,0
11,0
19,0
46,0
7,0
28,0
18,0
1,0
33,0
80,1
133,2
61,0
55,0
8,0
13,0
24,0
11,0
40,0
59,0
29,0
4,0
1,0
70,0
35,0
61,0
1,0
21,0
28,0
36,0
30,0
30,0
35,0
64,0
249,1
1,0
176,0
5,1
0,0
56,0
14,0
81,0
58,0
13,0
79,48
16,0
114,0
21,0
11,0
71,0
33,4
22,0
59,0
3,0
46,0
101,0
36,0
5,0
9,0
13,0
8,0
43,0
21,0
41,0
23,0
41,0
1,0
42,0
60,0
54,0
35,0
4,0
25,0
37,0
85,0
3,0
20,0
42,0
9,0
78,0
17,0
2,0
36,0
145,1
67,0
83,1
178,0
22,0
7,0
60,0
52,7
49,0
0,0
15,0
24,0
1,0
21,0
18,0
7,0
14,0
22,0
37,0
56,2
3,0
8,0
8,0
20,0
29,0
0,0
178,0
4,0
20,0
13,0
0,0
37,0
32,0
25,18
24,0
40,0
3,0
51,0
40,0
11,0
25,0
33,1
38,0
30,0
1,0
7,0
72,0
14,0
11,0
3,0
96,0
44,0
41,0
45,0
41,0
39,0
4,0
3,0
17,0
41,0
49,1
2,0
10,0
57,0
35,0
23,0
99,0
0,0
11,0
2,0
74,0
47,0
23,0
58,0
3,0
27,0
21,0
122,0
134,0
47,0
161,0
15,0
0,0
46,0
6,2
2,0
21,0
11,0
40,0
39,2
47,0
20,3
26,14
40,0
29,0
13,2
6,0
7,0
0,0
20,0
124,0
69,0
14,0
0,0
12,0
53,0
29,0
5,0
32,3
42,0
24,0
6,0
26,0
3,0
76,0
39,0
10,0
2,0
7,0
74,0
47,0
44,0
3,0
1,0
15,0
44,0
46,0
40,0
53,0
22,0
18,0
5,0
4,0
3,0
50,0
1,0
57,0
61,0
121,0
3,0
39,0
6,0
5,0
1,0
10,0
46,0
27,0
41,0
64,5
2,0
4,0
5,2
49,0
33,0
17,0
56,0
36,0
97,35
19,0
15,0
4,0
32,0
6,0
4,0
57,0
23,0
9,0
20,0
10,0
24,0
34,0
9,0
46,0
18,0
38,0
30,0
8,0
17,0
58,0
106,0
8,0
119,0
114,0
0,0
24,0
28,0
35,0
13,0
40,0
169,0
36,0
0,0
76,0
6,0
25,0
20,0
72,0
1,0
38,0
8,0
26,0
6,0
57,0
18,0
9,0
18,0
81,0
94,0
6,0
59,0
53,0
93,0
111,7
14,2
19,0
74,0
33,0
23,4
41,0
69,1
49,0
37,2
11,0
4,0
3,0
145,1
18,0
6,0
19,0
107,0
108,0
31,0
39,0
37,0
20,0
0,0
18,0
70,0
62,0
28,0
12,0
43,0
49,0
36,0
44,0
13,1
0,0
5,0
58,1
30,0
21,0
161,0
5,0
113,0
58,1
37,0
93,0
15,0
18,0
2,0
50,0
8,0
5,0
2,0
140,0
19,0
76,0
22,0
12,0
51,0
44,0
40,0
132,0
11,0
36,0
7,0
12,0
17,0
35,0
2,0
7,0
77,0
4,0
7,0
11,0
26,0
71,0
26,0
109,0
82,0
15,0
6,0
52,0
1,0
1,0
36,0
13,0
5,0
88,43
12,0
95,0
34,0
1,0
50,0
20,0
17,0
21,0
1,0
31,0
8,0
23,0
27,0
16,0
24,0
6,0
31,0
33,0
15,0
10,0
109,0
39,0
1,0
8,0
34,0
7,0
9,4
38,0
15,0
18,0
21,0
9,0
103,0
58,0
29,0
7,0
56,0
0,0
5,0
32,0
6,0
89,0
3,0
74,0
27,0
9,0
28,0
11,0
17,0
72,0
79,0
12,0
12,0
25,3
1,0
68,1
17,2
87,1
3,0
22,0
1,0
34,0
62,1
13,0
9,0
42,0
83,0
7,0
47,0
59,9
9,0
3,0
50,0
19,0
2,0
99,0
7,0
18,0
7,0
103,0
7,0
18,0
78,0
0,0
129,0
85,0
2,0
50,0
56,0
1,0
